VERIFICADO LT;ESTIMADO LT;CONFIGURADOR LT;VERIFICADO TR;ESTIMADO TR;CONFIGURADOR TR;VERIFICADO USINA;ESTIMADO USINA;VERIFICADO UG;ESTIMADO UG;CONFIGURADOR UG;VERIFICADO COMP;ESTIMADO COMP;CONFIGURADOR COMP;VERIFICADO BARRA;ESTIMADO BARRA;CONFIGURADOR BARRA;VERIFICADO UFE;ESTIMADO UFE;VERIFICADO CALC;DIGITAIS;PDP USINA;PDP CARGA
;;;SCPIN2_138_TR3_S_MW.v;SCPIN2_138_TR3_S_MW.e;;;;;;;;;;;;;;;;SCCNO_138_DJ582_S.s;;
;;;SCPIN2_230_LTRSFCO_1_AMP.v;SCPIN2_230_LTRSFCO_1_AMP.e;;;;;;;;;;;;;;;;SCCNO_230_DJ712_S.s;;
;;;SCPIN2_230_LTRSFCO_1_KV.v;SCPIN2_230_LTRSFCO_1_KV.e;;;;;;;;;;;;;;;;SCCNO_230_DJ722_S.s;;
;;;SCPIN2_230_LTRSFCO_1_MVAR.v;SCPIN2_230_LTRSFCO_1_MVAR.e;;;;;;;;;;;;;;;;SCCNO_230_DJ732_S.s;;
;;;SCPIN2_230_LTRSFCO_1_MW.v;SCPIN2_230_LTRSFCO_1_MW.e;;;;;;;;;;;;;;;;SCCNO_230_DJ742_S.s;;
;;;SCPIN2_230_LTRSFCO_2_AMP.v;SCPIN2_230_LTRSFCO_2_AMP.e;;;;;;;;;;;;;;;;SCCNO_230_DJ752_S.s;;
;;;SCPIN2_230_LTRSFCO_2_KV.v;SCPIN2_230_LTRSFCO_2_KV.e;;;;;;;;;;;;;;;;SCCNO_230_DJ762_S.s;;
;;;SCPIN2_230_LTRSFCO_2_MVAR.v;SCPIN2_230_LTRSFCO_2_MVAR.e;;;;;;;;;;;;;;;;SCCNO_230_DJ772_S.s;;
;;;SCPIN2_230_LTRSFCO_2_MW.v;SCPIN2_230_LTRSFCO_2_MW.e;;;;;;;;;;;;;;;;SCCNO_230_DJ792_S.s;;
;;;SCPIN2_230_TR1_P_AMP.v;SCPIN2_230_TR1_P_AMP.e;;;;;;;;;;;;;;;;SCCNO_230_DJ802_S.s;;
;;;SCPIN2_230_TR1_P_KV.v;SCPIN2_230_TR1_P_KV.e;;;;;;;;;;;;;;;;SCCNO_230_DJ812_S.s;;
;;;SCPIN2_230_TR1_P_MVAR.v;SCPIN2_230_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCCNO_230_DJ822_S.s;;
;;;SCPIN2_230_TR1_P_MW.v;SCPIN2_230_TR1_P_MW.e;;;;;;;;;;;;;;;;SCCNO_230_DJ832_S.s;;
;;;SCPIN2_230_TR1_P_TAP.v;SCPIN2_230_TR1_P_TAP.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1002_S.s;;
;;;SCPIN2_230_TR2_P_AMP.v;SCPIN2_230_TR2_P_AMP.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1010_S.s;;
;;;SCPIN2_230_TR2_P_KV.v;SCPIN2_230_TR2_P_KV.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1012_S.s;;
;;;SCPIN2_230_TR2_P_MVAR.v;SCPIN2_230_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1022_S.s;;
;;;SCPIN2_230_TR2_P_MW.v;SCPIN2_230_TR2_P_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1030_S.s;;
;;;SCPIN2_230_TR2_P_TAP.v;SCPIN2_230_TR2_P_TAP.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1032_S.s;;
;;;SCPIN2_230_TR3_P_AMP.v;SCPIN2_230_TR3_P_AMP.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1042_S.s;;
;;;SCPIN2_230_TR3_P_KV.v;SCPIN2_230_TR3_P_KV.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1050_S.s;;
;;;SCPIN2_230_TR3_P_MVAR.v;SCPIN2_230_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1052_S.s;;
;;;SCPIN2_230_TR3_P_MW.v;SCPIN2_230_TR3_P_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1054_S.s;;
;;;SCPIN2_230_TR3_P_TAP.v;SCPIN2_230_TR3_P_TAP.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1062_S.s;;
;;;SCPPA_138_CATR1_MVAR.v;SCPPA_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1070_S.s;;
;;;SCPPA_138_CATR1_MW.v;SCPPA_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1072_S.s;;
;;;SCPRA_138_CATR1_MVAR.v;SCPRA_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1082_S.s;;
;;;SCPRA_138_CATR1_MW.v;SCPRA_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1090_S.s;;
;;;SCPRA_138_CATR2_MVAR.v;SCPRA_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1092_S.s;;
;;;SCPRA_138_CATR2_MW.v;SCPRA_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1102_S.s;;
;;;SCPRA_138_CATR3_MVAR.v;SCPRA_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1110_S.s;;
;;;SCPRA_138_CATR3_MW.v;SCPRA_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCCNO_525_DJ1112_S.s;;
;;;SCPRA_138_CATR7_MVAR.v;SCPRA_138_CATR7_MVAR.e;;;;;;;;;;;;;;;;SCCNS_138_DJ522_S.s;;
;;;SCPRA_138_CATR7_MW.v;SCPRA_138_CATR7_MW.e;;;;;;;;;;;;;;;;SCCNS_138_DJ552_S.s;;
;;;SCPZO_138_CATR1_MVAR.v;SCPZO_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCCPO_138_DJ1_S.s;;
;;;SCPZO_138_CATR1_MW.v;SCPZO_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCCPO_138_DJ2_S.s;;
;;;SCPZO_138_CATR2_MVAR.v;SCPZO_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ312_S.s;;
;;;SCPZO_138_CATR2_MW.v;SCPZO_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ322_S.s;;
;;;SCPZO_138_CATR3_MVAR.v;SCPZO_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ332_S.s;;
;;;SCPZO_138_CATR3_MW.v;SCPZO_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ342_S.s;;
;;;SCQLO_138_CATR1_MVAR.v;SCQLO_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ352_S.s;;
;;;SCQLO_138_CATR1_MW.v;SCQLO_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ362_S.s;;
;;;SCRAT_138_TR3_S_AMP.v;SCRAT_138_TR3_S_AMP.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ372_S.s;;
;;;SCRAT_138_TR3_S_KV.v;SCRAT_138_TR3_S_KV.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ382_S.s;;
;;;SCRAT_138_TR3_S_MVAR.v;SCRAT_138_TR3_S_MVAR.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ392_S.s;;
;;;SCRAT_138_TR3_S_MW.v;SCRAT_138_TR3_S_MW.e;;;;;;;;;;;;;;;;SCCUA_69P0_DJ412_S.s;;
;;;SCRAT_138_TR4_S_AMP.v;SCRAT_138_TR4_S_AMP.e;;;;;;;;;;;;;;;;SCDLR_138_DJ512_S.s;;
;;;SCRAT_138_TR4_S_KV.v;SCRAT_138_TR4_S_KV.e;;;;;;;;;;;;;;;;SCDRO_138_DJ532_S.s;;
;;;SCRAT_138_TR4_S_MVAR.v;SCRAT_138_TR4_S_MVAR.e;;;;;;;;;;;;;;;;SCDRO_138_DJ552_S.s;;
;;;SCRAT_138_TR4_S_MW.v;SCRAT_138_TR4_S_MW.e;;;;;;;;;;;;;;;;SCDRO_138_DJ562_S.s;;
;;;SCRAT_230_TR3_P_AMP.v;SCRAT_230_TR3_P_AMP.e;;;;;;;;;;;;;;;;SCDRO_138_DJ572_S.s;;
;;;SCRAT_230_TR3_P_KV.v;SCRAT_230_TR3_P_KV.e;;;;;;;;;;;;;;;;SCDRO_138_DJ582_S.s;;
;;;SCRAT_230_TR3_P_MVAR.v;SCRAT_230_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCDRO_230_DJ712_S.s;;
;;;SCRAT_230_TR3_P_MW.v;SCRAT_230_TR3_P_MW.e;;;;;;;;;;;;;;;;SCDRO_230_DJ722_S.s;;
;;;SCRAT_230_TR3_P_TAP.v;SCRAT_230_TR3_P_TAP.e;;;;;;;;;;;;;;;;SCDRO_230_DJ732_S.s;;
;;;SCRAT_230_TR4_P_AMP.v;SCRAT_230_TR4_P_AMP.e;;;;;;;;;;;;;;;;SCDRO_230_DJ742_S.s;;
;;;SCRAT_230_TR4_P_KV.v;SCRAT_230_TR4_P_KV.e;;;;;;;;;;;;;;;;SCDRO_230_DJ752_S.s;;
;;;SCRAT_230_TR4_P_MVAR.v;SCRAT_230_TR4_P_MVAR.e;;;;;;;;;;;;;;;;SCDRO_230_DJ772_S.s;;
;;;SCRAT_230_TR4_P_MW.v;SCRAT_230_TR4_P_MW.e;;;;;;;;;;;;;;;;SCEMO_69P0_DJ312_S.s;;
;;;SCRAT_230_TR4_P_TAP.v;SCRAT_230_TR4_P_TAP.e;;;;;;;;;;;;;;;;SCEMO_69P0_DJ322_S.s;;
;;;SCRCO_138_CATR1_MVAR.v;SCRCO_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCEMO_69P0_DJ332_S.s;;
;;;SCRCO_138_CATR1_MW.v;SCRCO_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCEMO_69P0_DJ352_S.s;;
;;;SCRCO_138_CATR2_MVAR.v;SCRCO_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCEMO_69P0_DJ362_S.s;;
;;;SCRCO_138_CATR2_MW.v;SCRCO_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCFAA_138_DJ522_S.s;;
;;;SCRCO_138_CATR3_MVAR.v;SCRCO_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCFAA_138_DJ532_S.s;;
;;;SCRCO_138_CATR3_MW.v;SCRCO_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCFAA_138_DJ542_S.s;;
;;;SCRCO_138_CATR4_MVAR.v;SCRCO_138_CATR4_MVAR.e;;;;;;;;;;;;;;;;SCFAA_138_DJ552_S.s;;
;;;SCRCO_138_CATR4_MW.v;SCRCO_138_CATR4_MW.e;;;;;;;;;;;;;;;;SCFCA_138_DJ512_S.s;;
;;;SCRCO_138_CATR5_MVAR.v;SCRCO_138_CATR5_MVAR.e;;;;;;;;;;;;;;;;SCFCA_138_DJ522_S.s;;
;;;SCRCO_138_CATR5_MW.v;SCRCO_138_CATR5_MW.e;;;;;;;;;;;;;;;;SCFCA_138_DJ532_S.s;;
;;;SCRCO_138_CATR6_MVAR.v;SCRCO_138_CATR6_MVAR.e;;;;;;;;;;;;;;;;SCFCA_138_DJ562_S.s;;
;;;SCRCO_138_CATR6_MW.v;SCRCO_138_CATR6_MW.e;;;;;;;;;;;;;;;;SCFHA_230_DJ702_S.s;;
;;;SCRCO_138_CATR7_MVAR.v;SCRCO_138_CATR7_MVAR.e;;;;;;;;;;;;;;;;SCFHA_230_DJ712_S.s;;
;;;SCRCO_138_CATR7_MW.v;SCRCO_138_CATR7_MW.e;;;;;;;;;;;;;;;;SCFHA_230_DJ722_S.s;;
;;;SCRNO_138_CATR1_MVAR.v;SCRNO_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCFHA_230_DJ732_S.s;;
;;;SCRNO_138_CATR1_MW.v;SCRNO_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCFHA_230_DJ742_S.s;;
;;;SCRSD_138_CATR1_MVAR.v;SCRSD_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCFHA_230_DJ752_S.s;;
;;;SCRSD_138_CATR1_MW.v;SCRSD_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCFHA_230_DJ762_S.s;;
;;;SCRSD_138_CATR2_MVAR.v;SCRSD_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCFHA_230_DJ782_S.s;;
;;;SCRSD_138_CATR2_MW.v;SCRSD_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCFHA_230_DJ802_S.s;;
;;;SCRSD_138_CATR3_MVAR.v;SCRSD_138_CATR3_MVAR.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ302_S.s;;
;;;SCRSD_138_CATR3_MW.v;SCRSD_138_CATR3_MW.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ312_S.s;;
;;;SCRSD_138_CATR4_MVAR.v;SCRSD_138_CATR4_MVAR.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ322_S.s;;
;;;SCRSD_138_CATR4_MW.v;SCRSD_138_CATR4_MW.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ332_S.s;;
;;;SCRSU_138_TR1_S_AMP.v;SCRSU_138_TR1_S_AMP.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ342_S.s;;
;;;SCRSU_138_TR1_S_KV.v;SCRSU_138_TR1_S_KV.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ352_S.s;;
;;;SCRSU_138_TR1_S_MVAR.v;SCRSU_138_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ362_S.s;;
;;;SCRSU_138_TR1_S_MW.v;SCRSU_138_TR1_S_MW.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ372_S.s;;
;;;SCRSU_138_TR1_S_TAP.v;SCRSU_138_TR1_S_TAP.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ382_S.s;;
;;;SCRSU_138_TR2_S_AMP.v;SCRSU_138_TR2_S_AMP.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ392_S.s;;
;;;SCRSU_138_TR2_S_KV.v;SCRSU_138_TR2_S_KV.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ402_S.s;;
;;;SCRSU_138_TR2_S_MVAR.v;SCRSU_138_TR2_S_MVAR.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ422_S.s;;
;;;SCRSU_138_TR2_S_MW.v;SCRSU_138_TR2_S_MW.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ432_S.s;;
;;;SCRSU_138_TR2_S_TAP.v;SCRSU_138_TR2_S_TAP.e;;;;;;;;;;;;;;;;SCFHA_69P0_DJ442_S.s;;
;;;SCRSU_138_TR3_S_AMP.v;SCRSU_138_TR3_S_AMP.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ312_S.s;;
;;;SCRSU_138_TR3_S_KV.v;SCRSU_138_TR3_S_KV.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ342_S.s;;
;;;SCRSU_138_TR3_S_MVAR.v;SCRSU_138_TR3_S_MVAR.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ352_S.s;;
;;;SCRSU_138_TR3_S_MW.v;SCRSU_138_TR3_S_MW.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ362_S.s;;
;;;SCRSU_138_TR3_S_TAP.v;SCRSU_138_TR3_S_TAP.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ372_S.s;;
;;;SCRSU_13P8_TR1_T_MVAR.v;SCRSU_13P8_TR1_T_MVAR.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ382_S.s;;
;;;SCRSU_13P8_TR1_T_MW.v;SCRSU_13P8_TR1_T_MW.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ392_S.s;;
;;;SCRSU_13P8_TR2_T_MVAR.v;SCRSU_13P8_TR2_T_MVAR.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ412_S.s;;
;;;SCRSU_13P8_TR2_T_MW.v;SCRSU_13P8_TR2_T_MW.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ422_S.s;;
;;;SCRSU_13P8_TR3_T_MVAR.v;SCRSU_13P8_TR3_T_MVAR.e;;;;;;;;;;;;;;;;SCFLA_69P0_DJ432_S.s;;
;;;SCRSU_13P8_TR3_T_MW.v;SCRSU_13P8_TR3_T_MW.e;;;;;;;;;;;;;;;;SCGAR_230_DJ52L1_S.s;;
;;;SCRSU_230_TR1_P_AMP.v;SCRSU_230_TR1_P_AMP.e;;;;;;;;;;;;;;;;SCGAR_230_DJ52T1_S.s;;
;;;SCRSU_230_TR1_P_KV.v;SCRSU_230_TR1_P_KV.e;;;;;;;;;;;;;;;;SCGAR_230_DJ52U11_S.s;;
;;;SCRSU_230_TR1_P_MVAR.v;SCRSU_230_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCGAR_230_DJ52U21_S.s;;
;;;SCRSU_230_TR1_P_MW.v;SCRSU_230_TR1_P_MW.e;;;;;;;;;;;;;;;;SCGAR_230_DJ52U31_S.s;;
;;;SCRSU_230_TR2_P_AMP.v;SCRSU_230_TR2_P_AMP.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ532_S.s;;
;;;SCRSU_230_TR2_P_KV.v;SCRSU_230_TR2_P_KV.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ542_S.s;;
;;;SCRSU_230_TR2_P_MVAR.v;SCRSU_230_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ552_S.s;;
;;;SCRSU_230_TR2_P_MW.v;SCRSU_230_TR2_P_MW.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ562_S.s;;
;;;SCRSU_230_TR3_P_AMP.v;SCRSU_230_TR3_P_AMP.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ572_S.s;;
;;;SCRSU_230_TR3_P_KV.v;SCRSU_230_TR3_P_KV.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ582_S.s;;
;;;SCRSU_230_TR3_P_MVAR.v;SCRSU_230_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ592_S.s;;
;;;SCRSU_230_TR3_P_MW.v;SCRSU_230_TR3_P_MW.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ622_S.s;;
;;;SCSBB_138_CATR2_MVAR.v;SCSBB_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_138_DJ642_S.s;;
;;;SCSBB_138_CATR2_MW.v;SCSBB_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ712_S.s;;
;;;SCSBS_138_CATR1_MVAR.v;SCSBS_138_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ722_S.s;;
;;;SCSBS_138_CATR1_MW.v;SCSBS_138_CATR1_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ732_S.s;;
;;;SCSBS_138_CATR2_MVAR.v;SCSBS_138_CATR2_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ742_S.s;;
;;;SCSBS_138_CATR2_MW.v;SCSBS_138_CATR2_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ752_S.s;;
;;;SCSGO_69P0_CATR1_MVAR.v;SCSGO_69P0_CATR1_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ762_S.s;;
;;;SCSGO_69P0_CATR1_MW.v;SCSGO_69P0_CATR1_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ772_S.s;;
;;;SCSGO_69P0_LTSCTRO_1_AMP.v;SCSGO_69P0_LTSCTRO_1_AMP.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ782_S.s;;
;;;SCSGO_69P0_LTSCTRO_1_MVAR.v;SCSGO_69P0_LTSCTRO_1_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ802_S.s;;
;;;SCSGO_69P0_LTSCTRO_1_MW.v;SCSGO_69P0_LTSCTRO_1_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ852_S.s;;
;;;SCSID_13P8_TR1_T_MVAR.v;SCSID_13P8_TR1_T_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ862_S.s;;
;;;SCSID_13P8_TR1_T_MW.v;SCSID_13P8_TR1_T_MW.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ872_S.s;;
;;;SCSID_13P8_TR2_T_MVAR.v;SCSID_13P8_TR2_T_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_230_DJ882_S.s;;
;;;SCSID_13P8_TR2_T_MW.v;SCSID_13P8_TR2_T_MW.e;;;;;;;;;;;;;;;;SCGAS2_525_DJC1_S.s;;
;;;SCSID_13P8_TR3_T_MVAR.v;SCSID_13P8_TR3_T_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_525_DJD1_S.s;;
;;;SCSID_13P8_TR3_T_MW.v;SCSID_13P8_TR3_T_MW.e;;;;;;;;;;;;;;;;SCGAS2_525_DJD2_S.s;;
;;;SCSID_13P8_TR4_T_MVAR.v;SCSID_13P8_TR4_T_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_525_DJD3_S.s;;
;;;SCSID_13P8_TR4_T_MW.v;SCSID_13P8_TR4_T_MW.e;;;;;;;;;;;;;;;;SCGAS2_525_DJD4_S.s;;
;;;SCSID_230_TR1_P_AMP.v;SCSID_230_TR1_P_AMP.e;;;;;;;;;;;;;;;;SCGAS2_525_DJE1_S.s;;
;;;SCSID_230_TR1_P_KV.v;SCSID_230_TR1_P_KV.e;;;;;;;;;;;;;;;;SCGAS2_525_DJF1_S.s;;
;;;SCSID_230_TR1_P_MVAR.v;SCSID_230_TR1_P_MVAR.e;;;;;;;;;;;;;;;;SCGAS2_525_DJF2_S.s;;
;;;SCSID_230_TR1_P_MW.v;SCSID_230_TR1_P_MW.e;;;;;;;;;;;;;;;;SCGAS2_525_DJI1_S.s;;
;;;SCSID_230_TR1_P_TAP.v;SCSID_230_TR1_P_TAP.e;;;;;;;;;;;;;;;;SCGAS2_525_DJT1_S.s;;
;;;SCSID_230_TR2_P_AMP.v;SCSID_230_TR2_P_AMP.e;;;;;;;;;;;;;;;;SCGAS2_525_DJT2_S.s;;
;;;SCSID_230_TR2_P_KV.v;SCSID_230_TR2_P_KV.e;;;;;;;;;;;;;;;;SCGLL_138_DJ512_S.s;;
;;;SCSID_230_TR2_P_MVAR.v;SCSID_230_TR2_P_MVAR.e;;;;;;;;;;;;;;;;SCGLL_138_DJ522_S.s;;
;;;SCSID_230_TR2_P_MW.v;SCSID_230_TR2_P_MW.e;;;;;;;;;;;;;;;;SCGLL_138_DJ532_S.s;;
;;;SCSID_230_TR2_P_TAP.v;SCSID_230_TR2_P_TAP.e;;;;;;;;;;;;;;;;SCGLL_138_DJ542_S.s;;
;;;SCSID_230_TR3_P_AMP.v;SCSID_230_TR3_P_AMP.e;;;;;;;;;;;;;;;;SCGPR_138_DJ522_S.s;;
;;;SCSID_230_TR3_P_KV.v;SCSID_230_TR3_P_KV.e;;;;;;;;;;;;;;;;SCGPR_138_DJ542_S.s;;
;;;SCSID_230_TR3_P_MVAR.v;SCSID_230_TR3_P_MVAR.e;;;;;;;;;;;;;;;;SCGPR_138_DJ552_S.s;;
;;;SCSID_230_TR3_P_MW.v;SCSID_230_TR3_P_MW.e;;;;;;;;;;;;;;;;SCGPR_138_DJ562_S.s;;
;;;SCSID_230_TR3_P_TAP.v;SCSID_230_TR3_P_TAP.e;;;;;;;;;;;;;;;;SCGPR_138_DJ572_S.s;;
;;;SCSID_230_TR4_P_AMP.v;SCSID_230_TR4_P_AMP.e;;;;;;;;;;;;;;;;SCGPR_138_DJ582_S.s;;
;;;SCSID_230_TR4_P_KV.v;SCSID_230_TR4_P_KV.e;;;;;;;;;;;;;;;;SCGRM_138_DJ512_S.s;;
;;;SCSID_230_TR4_P_MVAR.v;SCSID_230_TR4_P_MVAR.e;;;;;;;;;;;;;;;;SCGRM_138_DJ522_S.s;;
;;;SCSID_230_TR4_P_MW.v;SCSID_230_TR4_P_MW.e;;;;;;;;;;;;;;;;SCGRM_138_DJ532_S.s;;
;;;SCSID_230_TR4_P_TAP.v;SCSID_230_TR4_P_TAP.e;;;;;;;;;;;;;;;;SCGRM_138_DJ552_S.s;;
;;;SCSID_69P0_TR1_S_AMP.v;SCSID_69P0_TR1_S_AMP.e;;;;;;;;;;;;;;;;SCGRM_138_DJ612_S.s;;
;;;SCSID_69P0_TR1_S_KV.v;SCSID_69P0_TR1_S_KV.e;;;;;;;;;;;;;;;;SCHOE_138_DJ512_S.s;;
;;;SCSID_69P0_TR1_S_MVAR.v;SCSID_69P0_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCHOE_138_DJ522_S.s;;
;;;SCSID_69P0_TR1_S_MW.v;SCSID_69P0_TR1_S_MW.e;;;;;;;;;;;;;;;;SCHOE_138_DJ532_S.s;;
;;;SCSID_69P0_TR2_S_AMP.v;SCSID_69P0_TR2_S_AMP.e;;;;;;;;;;;;;;;;SCHOE_138_DJ542_S.s;;
;;;SCSID_69P0_TR2_S_KV.v;SCSID_69P0_TR2_S_KV.e;;;;;;;;;;;;;;;;SCHOE_138_DJ552_S.s;;
;;;SCSID_69P0_TR2_S_MVAR.v;SCSID_69P0_TR2_S_MVAR.e;;;;;;;;;;;;;;;;SCHOE_138_DJ562_S.s;;
;;;SCSID_69P0_TR2_S_MW.v;SCSID_69P0_TR2_S_MW.e;;;;;;;;;;;;;;;;SCHOE_138_DJ572_S.s;;
;;;SCSID_69P0_TR3_S_AMP.v;SCSID_69P0_TR3_S_AMP.e;;;;;;;;;;;;;;;;SCHOE_138_DJ582_S.s;;
;;;SCSID_69P0_TR3_S_KV.v;SCSID_69P0_TR3_S_KV.e;;;;;;;;;;;;;;;;SCHOE_138_DJ592_S.s;;
;;;SCSID_69P0_TR3_S_MVAR.v;SCSID_69P0_TR3_S_MVAR.e;;;;;;;;;;;;;;;;SCHOE_138_DJ632_S.s;;
;;;SCSID_69P0_TR3_S_MW.v;SCSID_69P0_TR3_S_MW.e;;;;;;;;;;;;;;;;SCIAL_138_DJ512_S.s;;
;;;SCSID_69P0_TR4_S_AMP.v;SCSID_69P0_TR4_S_AMP.e;;;;;;;;;;;;;;;;SCIAL_138_DJ522_S.s;;
;;;SCSID_69P0_TR4_S_KV.v;SCSID_69P0_TR4_S_KV.e;;;;;;;;;;;;;;;;SCIAL_138_DJ532_S.s;;
;;;SCSID_69P0_TR4_S_MVAR.v;SCSID_69P0_TR4_S_MVAR.e;;;;;;;;;;;;;;;;SCIAL_138_DJ542_S.s;;
;;;SCSID_69P0_TR4_S_MW.v;SCSID_69P0_TR4_S_MW.e;;;;;;;;;;;;;;;;SCIAL_138_DJ552_S.s;;
;;;SCSID2_230_TR1_S_AMP.v;SCSID2_230_TR1_S_AMP.e;;;;;;;;;;;;;;;;SCIAL_138_DJ562_S.s;;
;;;SCSID2_230_TR1_S_KV.v;SCSID2_230_TR1_S_KV.e;;;;;;;;;;;;;;;;SCIAL_138_DJ572_S.s;;
;;;SCSID2_230_TR1_S_MVAR.v;SCSID2_230_TR1_S_MVAR.e;;;;;;;;;;;;;;;;SCIBA_138_DJ512_S.s;;
;;;SCSID2_230_TR1_S_MW.v;SCSID2_230_TR1_S_MW.e;;;;;;;;;;;;;;;;SCIBA_138_DJ522_S.s;;
