Analógico;Digital;Configurador;ACO;ARE;CALC;PDP;SIS;SME;UFE
AMJA_69P0_TRTF2_S_CARG.e;;;;;;;;;
AMJA_69P0_TRTF2_S_MVAR.e;;;;;;;;;
AMJA_69P0_TRTF2_S_MW.e;;;;;;;;;
AMJP_138_TRAT501_P_MVAR.e;;;;;;;;;
AMJP_138_TRAT501_P_MW.e;;;;;;;;;
AMJP_138_TRAT501_P_TAP.e;;;;;;;;;
AMJP_138_TRAT502_P_MVAR.e;;;;;;;;;
AMJP_138_TRAT502_P_MW.e;;;;;;;;;
AMJP_138_TRAT502_P_TAP.e;;;;;;;;;
AMJP_69P0_TRAT501_S_MVAR.e;;;;;;;;;
AMJP_69P0_TRAT501_S_MW.e;;;;;;;;;
AMJP_69P0_TRAT502_S_MVAR.e;;;;;;;;;
AMJP_69P0_TRAT502_S_MW.e;;;;;;;;;
AMJP_CARGA_TRAFO_138_MW.e;;;;;;;;;
AMJT_138_TR1_S_AMP.e;;;;;;;;;
AMJT_138_TR1_S_CARG.e;;;;;;;;;
AMJT_138_TR1_S_KV.e;;;;;;;;;
AMJT_138_TR1_S_MVAR.e;;;;;;;;;
AMJT_138_TR1_S_MW.e;;;;;;;;;
AMJT_138_TR1_S_TAP.e;;;;;;;;;
AMJT_138_TR2_S_AMP.e;;;;;;;;;
AMJT_138_TR2_S_CARG.e;;;;;;;;;
AMJT_138_TR2_S_KV.e;;;;;;;;;
AMJT_138_TR2_S_MVAR.e;;;;;;;;;
AMJT_138_TR2_S_MW.e;;;;;;;;;
AMJT_138_TR2_S_TAP.e;;;;;;;;;
AMJT_138_TR3_S_AMP.e;;;;;;;;;
AMJT_138_TR3_S_CARG.e;;;;;;;;;
AMJT_138_TR3_S_MVAR.e;;;;;;;;;
AMJT_138_TR3_S_MW.e;;;;;;;;;
AMJT_138_TR3_S_TAP.e;;;;;;;;;
AMJT_138_TR4_S_AMP.e;;;;;;;;;
AMJT_138_TR4_S_CARG.e;;;;;;;;;
AMJT_138_TR4_S_MVAR.e;;;;;;;;;
AMJT_138_TR4_S_MW.e;;;;;;;;;
AMJT_138_TR4_S_TAP.e;;;;;;;;;
AMJT_230_TR1_P_AMP.e;;;;;;;;;
AMJT_230_TR1_P_CARG.e;;;;;;;;;
AMJT_230_TR1_P_MVAR.e;;;;;;;;;
AMJT_230_TR1_P_MW.e;;;;;;;;;
AMJT_230_TR2_P_AMP.e;;;;;;;;;
AMJT_230_TR2_P_CARG.e;;;;;;;;;
AMJT_230_TR2_P_MVAR.e;;;;;;;;;
AMJT_230_TR2_P_MW.e;;;;;;;;;
AMJT_230_TR3_P_AMP.e;;;;;;;;;
AMJT_230_TR3_P_CARG.e;;;;;;;;;
AMJT_230_TR3_P_MVAR.e;;;;;;;;;
AMJT_230_TR3_P_MW.e;;;;;;;;;
AMJT_230_TR4_P_AMP.e;;;;;;;;;
AMJT_230_TR4_P_CARG.e;;;;;;;;;
AMJT_230_TR4_P_MVAR.e;;;;;;;;;
AMJT_230_TR4_P_MW.e;;;;;;;;;
AMJT_CARGA_TRAFO_230_MW.e;;;;;;;;;
AMLEC_138_TR601_S_AMP.e;;;;;;;;;
AMLEC_138_TR601_S_CARG.e;;;;;;;;;
AMLEC_138_TR601_S_MVAR.e;;;;;;;;;
AMLEC_138_TR601_S_MW.e;;;;;;;;;
AMLEC_138_TR602_S_AMP.e;;;;;;;;;
AMLEC_138_TR602_S_CARG.e;;;;;;;;;
AMLEC_138_TR602_S_MVAR.e;;;;;;;;;
AMLEC_138_TR602_S_MW.e;;;;;;;;;
AMLEC_138_TR603_S_AMP.e;;;;;;;;;
AMLEC_138_TR603_S_CARG.e;;;;;;;;;
AMLEC_138_TR603_S_MVAR.e;;;;;;;;;
AMLEC_138_TR603_S_MW.e;;;;;;;;;
AMLEC_230_TR601_P_AMP.e;;;;;;;;;
AMLEC_230_TR601_P_CARG.e;;;;;;;;;
AMLEC_230_TR601_P_MVAR.e;;;;;;;;;
AMLEC_230_TR601_P_MW.e;;;;;;;;;
AMLEC_230_TR601_P_TAP.e;;;;;;;;;
AMLEC_230_TR602_P_AMP.e;;;;;;;;;
AMLEC_230_TR602_P_CARG.e;;;;;;;;;
AMLEC_230_TR602_P_MVAR.e;;;;;;;;;
AMLEC_230_TR602_P_MW.e;;;;;;;;;
AMLEC_230_TR602_P_TAP.e;;;;;;;;;
AMLEC_230_TR603_P_AMP.e;;;;;;;;;
AMLEC_230_TR603_P_CARG.e;;;;;;;;;
AMLEC_230_TR603_P_MVAR.e;;;;;;;;;
AMLEC_230_TR603_P_MW.e;;;;;;;;;
AMLEC_230_TR603_P_TAP.e;;;;;;;;;
AMLEC_230_TR701_S_AMP.e;;;;;;;;;
AMLEC_230_TR701_S_CARG.e;;;;;;;;;
AMLEC_230_TR701_S_KV.e;;;;;;;;;
AMLEC_230_TR701_S_MVAR.e;;;;;;;;;
AMLEC_230_TR701_S_MW.e;;;;;;;;;
AMLEC_230_TR702_S_AMP.e;;;;;;;;;
AMLEC_230_TR702_S_CARG.e;;;;;;;;;
AMLEC_230_TR702_S_KV.e;;;;;;;;;
AMLEC_230_TR702_S_MVAR.e;;;;;;;;;
AMLEC_230_TR702_S_MW.e;;;;;;;;;
AMLEC_230_TR703_S_AMP.e;;;;;;;;;
AMLEC_230_TR703_S_CARG.e;;;;;;;;;
AMLEC_230_TR703_S_KV.e;;;;;;;;;
AMLEC_230_TR703_S_MVAR.e;;;;;;;;;
AMLEC_230_TR703_S_MW.e;;;;;;;;;
AMLEC_500_TR701_P_AMP.e;;;;;;;;;
AMLEC_500_TR701_P_CARG.e;;;;;;;;;
AMLEC_500_TR701_P_MVAR.e;;;;;;;;;
AMLEC_500_TR701_P_MW.e;;;;;;;;;
AMLEC_500_TR701_P_TAP.e;;;;;;;;;
AMLEC_500_TR702_P_AMP.e;;;;;;;;;
AMLEC_500_TR702_P_CARG.e;;;;;;;;;
AMLEC_500_TR702_P_MVAR.e;;;;;;;;;
AMLEC_500_TR702_P_MW.e;;;;;;;;;
AMLEC_500_TR702_P_TAP.e;;;;;;;;;
AMLEC_500_TR703_P_AMP.e;;;;;;;;;
AMLEC_500_TR703_P_CARG.e;;;;;;;;;
AMLEC_500_TR703_P_MVAR.e;;;;;;;;;
AMLEC_500_TR703_P_MW.e;;;;;;;;;
AMLEC_500_TR703_P_TAP.e;;;;;;;;;
AMLEC_CARGA_TRAFO_230_MW.e;;;;;;;;;
AMLEC_CARGA_TRAFO_500_MW.e;;;;;;;;;
AMMA_69P0_TRTF1_S_AMP.e;;;;;;;;;
AMMA_69P0_TRTF1_S_CARG.e;;;;;;;;;
AMMA_69P0_TRTF1_S_MVAR.e;;;;;;;;;
AMMA_69P0_TRTF1_S_MW.e;;;;;;;;;
AMMA_69P0_TRTF2_S_AMP.e;;;;;;;;;
AMMA_69P0_TRTF2_S_CARG.e;;;;;;;;;
AMMA_69P0_TRTF2_S_MVAR.e;;;;;;;;;
AMMA_69P0_TRTF2_S_MW.e;;;;;;;;;
AMMN_138_TR4_S_MVAR.e;;;;;;;;;
AMMN_138_TR4_S_MW.e;;;;;;;;;
AMMN_230_TR4_P_AMP.e;;;;;;;;;
AMMN_230_TR4_P_CARG.e;;;;;;;;;
AMMN_230_TR4_P_KV.e;;;;;;;;;
AMMN_230_TR4_P_MVAR.e;;;;;;;;;
AMMN_230_TR4_P_MW.e;;;;;;;;;
AMMN_230_TR4_P_TAP.e;;;;;;;;;
AMMN_230_TRTF1_P_AMP.e;;;;;;;;;
AMMN_230_TRTF1_P_CARG.e;;;;;;;;;
AMMN_230_TRTF1_P_MVAR.e;;;;;;;;;
AMMN_230_TRTF1_P_MW.e;;;;;;;;;
AMMN_230_TRTF1_P_TAP.e;;;;;;;;;
AMMN_230_TRTF2_P_AMP.e;;;;;;;;;
AMMN_230_TRTF2_P_CARG.e;;;;;;;;;
AMMN_230_TRTF2_P_MVAR.e;;;;;;;;;
AMMN_230_TRTF2_P_MW.e;;;;;;;;;
AMMN_230_TRTF2_P_TAP.e;;;;;;;;;
AMMN_230_TRTF3_P_AMP.e;;;;;;;;;
AMMN_230_TRTF3_P_CARG.e;;;;;;;;;
AMMN_230_TRTF3_P_MVAR.e;;;;;;;;;
AMMN_230_TRTF3_P_MW.e;;;;;;;;;
AMMN_230_TRTF3_P_TAP.e;;;;;;;;;
AMMN_230_TRTF4_P_AMP.e;;;;;;;;;
AMMN_230_TRTF4_P_CARG.e;;;;;;;;;
AMMN_230_TRTF4_P_MVAR.e;;;;;;;;;
AMMN_230_TRTF4_P_MW.e;;;;;;;;;
AMMN_230_TRTF4_P_TAP.e;;;;;;;;;
AMMN_69P0_TRTF1_S_AMP.e;;;;;;;;;
AMMN_69P0_TRTF1_S_CARG.e;;;;;;;;;
AMMN_69P0_TRTF1_S_KV.e;;;;;;;;;
AMMN_69P0_TRTF1_S_MVAR.e;;;;;;;;;
AMMN_69P0_TRTF1_S_MW.e;;;;;;;;;
AMMN_69P0_TRTF2_S_AMP.e;;;;;;;;;
AMMN_69P0_TRTF2_S_CARG.e;;;;;;;;;
AMMN_69P0_TRTF2_S_KV.e;;;;;;;;;
AMMN_69P0_TRTF2_S_MVAR.e;;;;;;;;;
AMMN_69P0_TRTF2_S_MW.e;;;;;;;;;
AMMN_69P0_TRTF3_S_AMP.e;;;;;;;;;
AMMN_69P0_TRTF3_S_CARG.e;;;;;;;;;
AMMN_69P0_TRTF3_S_KV.e;;;;;;;;;
AMMN_69P0_TRTF3_S_MVAR.e;;;;;;;;;
AMMN_69P0_TRTF3_S_MW.e;;;;;;;;;
AMMN_69P0_TRTF4_S_AMP.e;;;;;;;;;
AMMN_69P0_TRTF4_S_CARG.e;;;;;;;;;
AMMN_69P0_TRTF4_S_KV.e;;;;;;;;;
AMMN_69P0_TRTF4_S_MVAR.e;;;;;;;;;
AMMN_69P0_TRTF4_S_MW.e;;;;;;;;;
AMMN_CARGA_TRAFO_69_MW.e;;;;;;;;;
AMMT_138_TR1_S_AMP.e;;;;;;;;;
AMMT_138_TR1_S_CARG.e;;;;;;;;;
AMMT_138_TR1_S_KV.e;;;;;;;;;
AMMT_138_TR1_S_MVAR.e;;;;;;;;;
AMMT_138_TR1_S_MW.e;;;;;;;;;
AMMT_138_TR1_S_TAP.e;;;;;;;;;
AMMT_138_TR2_S_AMP.e;;;;;;;;;
AMMT_138_TR2_S_CARG.e;;;;;;;;;
AMMT_138_TR2_S_KV.e;;;;;;;;;
AMMT_138_TR2_S_MVAR.e;;;;;;;;;
AMMT_138_TR2_S_MW.e;;;;;;;;;
AMMT_138_TR2_S_TAP.e;;;;;;;;;
AMMT_138_TR3_S_AMP.e;;;;;;;;;
AMMT_138_TR3_S_CARG.e;;;;;;;;;
AMMT_138_TR3_S_KV.e;;;;;;;;;
AMMT_138_TR3_S_MVAR.e;;;;;;;;;
AMMT_138_TR3_S_MW.e;;;;;;;;;
AMMT_138_TR3_S_TAP.e;;;;;;;;;
AMMT_138_TR4_S_AMP.e;;;;;;;;;
AMMT_138_TR4_S_CARG.e;;;;;;;;;
AMMT_138_TR4_S_KV.e;;;;;;;;;
AMMT_138_TR4_S_MVAR.e;;;;;;;;;
AMMT_138_TR4_S_MW.e;;;;;;;;;
AMMT_138_TR4_S_TAP.e;;;;;;;;;
AMMT_138_TR5_S_AMP.e;;;;;;;;;
AMMT_138_TR5_S_CARG.e;;;;;;;;;
AMMT_138_TR5_S_MVAR.e;;;;;;;;;
AMMT_138_TR5_S_MW.e;;;;;;;;;
AMMT_138_TR5_S_TAP.e;;;;;;;;;
AMMT_138_TRTF01_P_MVAR.e;;;;;;;;;
AMMT_138_TRTF01_P_MW.e;;;;;;;;;
AMMT_138_TRTF01_P_TAP.e;;;;;;;;;
AMMT_138_TRTF02_P_MVAR.e;;;;;;;;;
AMMT_138_TRTF02_P_MW.e;;;;;;;;;
AMMT_138_TRTF02_P_TAP.e;;;;;;;;;
AMMT_138_TRTF03_P_MVAR.e;;;;;;;;;
AMMT_138_TRTF03_P_MW.e;;;;;;;;;
AMMT_138_TRTF03_P_TAP.e;;;;;;;;;
AMMT_138_TRTF04_P_MVAR.e;;;;;;;;;
AMMT_138_TRTF04_P_MW.e;;;;;;;;;
AMMT_138_TRTF04_P_TAP.e;;;;;;;;;
AMMT_230_TR1_P_AMP.e;;;;;;;;;
AMMT_230_TR1_P_CARG.e;;;;;;;;;
AMMT_230_TR1_P_MVAR.e;;;;;;;;;
AMMT_230_TR1_P_MW.e;;;;;;;;;
AMMT_230_TR2_P_AMP.e;;;;;;;;;
AMMT_230_TR2_P_CARG.e;;;;;;;;;
AMMT_230_TR2_P_MVAR.e;;;;;;;;;
AMMT_230_TR2_P_MW.e;;;;;;;;;
AMMT_230_TR3_P_AMP.e;;;;;;;;;
AMMT_230_TR3_P_CARG.e;;;;;;;;;
AMMT_230_TR3_P_MVAR.e;;;;;;;;;
AMMT_230_TR3_P_MW.e;;;;;;;;;
AMMT_230_TR4_P_AMP.e;;;;;;;;;
AMMT_230_TR4_P_CARG.e;;;;;;;;;
AMMT_230_TR4_P_MVAR.e;;;;;;;;;
AMMT_230_TR4_P_MW.e;;;;;;;;;
AMMT_230_TR5_P_AMP.e;;;;;;;;;
AMMT_230_TR5_P_CARG.e;;;;;;;;;
AMMT_230_TR5_P_MVAR.e;;;;;;;;;
AMMT_230_TR5_P_MW.e;;;;;;;;;
AMMT_69P0_TRTF01_S_MVAR.e;;;;;;;;;
AMMT_69P0_TRTF01_S_MW.e;;;;;;;;;
AMMT_69P0_TRTF02_S_MVAR.e;;;;;;;;;
AMMT_69P0_TRTF02_S_MW.e;;;;;;;;;
AMMT_69P0_TRTF03_S_MVAR.e;;;;;;;;;
AMMT_69P0_TRTF03_S_MW.e;;;;;;;;;
AMMT_69P0_TRTF04_S_MVAR.e;;;;;;;;;
AMMT_69P0_TRTF04_S_MW.e;;;;;;;;;
AMMT_CARGA_TRAFO_230_MW.e;;;;;;;;;
AMMU4_69P0_TRTF6_S_AMP.e;;;;;;;;;
AMMU4_69P0_TRTF6_S_CARG.e;;;;;;;;;
AMMU4_69P0_TRTF6_S_MVAR.e;;;;;;;;;
AMMU4_69P0_TRTF6_S_MW.e;;;;;;;;;
AMMU4_69P0_TRTF7_S_AMP.e;;;;;;;;;
AMMU4_69P0_TRTF7_S_CARG.e;;;;;;;;;
AMMU4_69P0_TRTF7_S_MVAR.e;;;;;;;;;
AMMU4_69P0_TRTF7_S_MW.e;;;;;;;;;
AMMU4_69P0_TRTF8_S_AMP.e;;;;;;;;;
AMMU4_69P0_TRTF8_S_CARG.e;;;;;;;;;
AMMU4_69P0_TRTF8_S_MVAR.e;;;;;;;;;
AMMU4_69P0_TRTF8_S_MW.e;;;;;;;;;
AMMU4_69P0_TRTF9_S_AMP.e;;;;;;;;;
AMMU4_69P0_TRTF9_S_CARG.e;;;;;;;;;
AMMU4_69P0_TRTF9_S_MVAR.e;;;;;;;;;
AMMU4_69P0_TRTF9_S_MW.e;;;;;;;;;
AMPRT_138_TR3_S_AMP.e;;;;;;;;;
AMPRT_138_TR3_S_CARG.e;;;;;;;;;
AMPRT_138_TR3_S_MVAR.e;;;;;;;;;
AMPRT_138_TR3_S_MW.e;;;;;;;;;
AMPRT_138_TR4_S_AMP.e;;;;;;;;;
AMPRT_138_TR4_S_CARG.e;;;;;;;;;
AMPRT_138_TR4_S_MVAR.e;;;;;;;;;
AMPRT_138_TR4_S_MW.e;;;;;;;;;
AMPRT_230_TR3_P_AMP.e;;;;;;;;;
AMPRT_230_TR3_P_CARG.e;;;;;;;;;
AMPRT_230_TR3_P_MVAR.e;;;;;;;;;
AMPRT_230_TR3_P_MW.e;;;;;;;;;
AMPRT_230_TR3_P_TAP.e;;;;;;;;;
AMPRT_230_TR4_P_AMP.e;;;;;;;;;
AMPRT_230_TR4_P_CARG.e;;;;;;;;;
AMPRT_230_TR4_P_MVAR.e;;;;;;;;;
AMPRT_230_TR4_P_MW.e;;;;;;;;;
AMPRT_230_TR4_P_TAP.e;;;;;;;;;
AMPRT_CARGA_TRAFO_230_MW.e;;;;;;;;;
AMRE_13P8_TRTF401_S_MVAR.e;;;;;;;;;
AMRE_13P8_TRTF401_S_MW.e;;;;;;;;;
AMRE_13P8_TRTF402_S_KV.e;;;;;;;;;
AMRE_13P8_TRTF402_S_MVAR.e;;;;;;;;;
AMRE_13P8_TRTF402_S_MW.e;;;;;;;;;
AMRE_13P8_TRTF403_S_MVAR.e;;;;;;;;;
AMRE_13P8_TRTF403_S_MW.e;;;;;;;;;
AMRE_69P0_TRTF401_P_KV.e;;;;;;;;;
AMRE_69P0_TRTF401_P_MVAR.e;;;;;;;;;
AMRE_69P0_TRTF401_P_MW.e;;;;;;;;;
AMRE_69P0_TRTF402_P_MVAR.e;;;;;;;;;
AMRE_69P0_TRTF402_P_MW.e;;;;;;;;;
AMRE_69P0_TRTF403_P_KV.e;;;;;;;;;
AMRE_69P0_TRTF403_P_MVAR.e;;;;;;;;;
AMRE_69P0_TRTF403_P_MW.e;;;;;;;;;
AMSG_13P8_TRTF03_S_MVAR.e;;;;;;;;;
AMSG_13P8_TRTF03_S_MW.e;;;;;;;;;
AMSG_13P8_TRTF401_S_MVAR.e;;;;;;;;;
AMSG_13P8_TRTF401_S_MW.e;;;;;;;;;
AMSG_13P8_TRTF402_S_MVAR.e;;;;;;;;;
AMSG_13P8_TRTF402_S_MW.e;;;;;;;;;
AMSG_13P8_TRTF403_S_MVAR.e;;;;;;;;;
AMSG_13P8_TRTF403_S_MW.e;;;;;;;;;
AMSG_13P8_TRTF404_S_MVAR.e;;;;;;;;;
AMSG_13P8_TRTF404_S_MW.e;;;;;;;;;
AMSIL_138_TR1_S_AMP.e;;;;;;;;;
AMSIL_138_TR1_S_CARG.e;;;;;;;;;
AMSIL_138_TR1_S_MVAR.e;;;;;;;;;
AMSIL_138_TR1_S_MW.e;;;;;;;;;
AMSIL_500_TR1_P_AMP.e;;;;;;;;;
AMSIL_500_TR1_P_CARG.e;;;;;;;;;
AMSIL_500_TR1_P_KV.e;;;;;;;;;
AMSIL_500_TR1_P_MVAR.e;;;;;;;;;
AMSIL_500_TR1_P_MW.e;;;;;;;;;
AMSIL_500_TR1_P_TAP.e;;;;;;;;;
AMSIL_CARGA_TRAFO_500_MW.e;;;;;;;;;
AMTA_69P0_TRTF1_S_AMP.e;;;;;;;;;
AMTA_69P0_TRTF1_S_CARG.e;;;;;;;;;
AMTA_69P0_TRTF1_S_MVAR.e;;;;;;;;;
AMTA_69P0_TRTF1_S_MW.e;;;;;;;;;
AMTA_69P0_TRTF2_S_AMP.e;;;;;;;;;
AMTA_69P0_TRTF2_S_CARG.e;;;;;;;;;
AMTA_69P0_TRTF2_S_MVAR.e;;;;;;;;;
AMTA_69P0_TRTF2_S_MW.e;;;;;;;;;
AMUTPN_69P0_TR1_S_AMP.e;;;;;;;;;
AMUTPN_69P0_TR1_S_CARG.e;;;;;;;;;
AMUTPN_69P0_TR1_S_MVAR.e;;;;;;;;;
AMUTPN_69P0_TR1_S_MW.e;;;;;;;;;
AMUTPN_69P0_TR2_S_AMP.e;;;;;;;;;
AMUTPN_69P0_TR2_S_CARG.e;;;;;;;;;
AMUTPN_69P0_TR2_S_MVAR.e;;;;;;;;;
AMUTPN_69P0_TR2_S_MW.e;;;;;;;;;
DFBRL_138_TR1_S_AMP.e;;;;;;;;;
DFBRL_138_TR1_S_CARG.e;;;;;;;;;
DFBRL_138_TR1_S_KV.e;;;;;;;;;
DFBRL_138_TR1_S_MVAR.e;;;;;;;;;
DFBRL_138_TR1_S_MW.e;;;;;;;;;
DFBRL_138_TR2_S_AMP.e;;;;;;;;;
DFBRL_138_TR2_S_CARG.e;;;;;;;;;
DFBRL_138_TR2_S_KV.e;;;;;;;;;
DFBRL_138_TR2_S_MVAR.e;;;;;;;;;
DFBRL_138_TR2_S_MW.e;;;;;;;;;
DFBRL_500_TR1_P_AMP.e;;;;;;;;;
DFBRL_500_TR1_P_CARG.e;;;;;;;;;
DFBRL_500_TR1_P_KV.e;;;;;;;;;
DFBRL_500_TR1_P_MVAR.e;;;;;;;;;
DFBRL_500_TR1_P_MW.e;;;;;;;;;
DFBRL_500_TR1_P_TAP.e;;;;;;;;;
DFBRL_500_TR2_P_AMP.e;;;;;;;;;
DFBRL_500_TR2_P_CARG.e;;;;;;;;;
DFBRL_500_TR2_P_KV.e;;;;;;;;;
DFBRL_500_TR2_P_MVAR.e;;;;;;;;;
DFBRL_500_TR2_P_MW.e;;;;;;;;;
DFBRL_500_TR2_P_TAP.e;;;;;;;;;
DFBRL_CARGA_TRAFO_500_MW.e;;;;;;;;;
DFSE03_13P8_TR1_S_AMP.e;;;;;;;;;
DFSE03_13P8_TR1_S_KV.e;;;;;;;;;
DFSE03_13P8_TR1_S_MVAR.e;;;;;;;;;
DFSE03_13P8_TR1_S_MW.e;;;;;;;;;
DFSE03_13P8_TR2_S_AMP.e;;;;;;;;;
DFSE03_13P8_TR2_S_KV.e;;;;;;;;;
DFSE03_13P8_TR2_S_MVAR.e;;;;;;;;;
DFSE03_13P8_TR2_S_MW.e;;;;;;;;;
DFSE03_13P8_TR3_S_AMP.e;;;;;;;;;
DFSE03_13P8_TR3_S_KV.e;;;;;;;;;
DFSE03_13P8_TR3_S_MVAR.e;;;;;;;;;
DFSE03_13P8_TR3_S_MW.e;;;;;;;;;
DFSE03_34P5_TR1_P_AMP.e;;;;;;;;;
DFSE03_34P5_TR1_P_KV.e;;;;;;;;;
DFSE03_34P5_TR1_P_MVAR.e;;;;;;;;;
DFSE03_34P5_TR1_P_MW.e;;;;;;;;;
DFSE03_34P5_TR2_P_AMP.e;;;;;;;;;
DFSE03_34P5_TR2_P_KV.e;;;;;;;;;
DFSE03_34P5_TR2_P_MVAR.e;;;;;;;;;
DFSE03_34P5_TR2_P_MW.e;;;;;;;;;
DFSE03_34P5_TR3_P_AMP.e;;;;;;;;;
DFSE03_34P5_TR3_P_KV.e;;;;;;;;;
DFSE03_34P5_TR3_P_MVAR.e;;;;;;;;;
DFSE03_34P5_TR3_P_MW.e;;;;;;;;;
DFSE03_CARGA_TRAFO_34P5_MW.e;;;;;;;;;
DFSE06_13P8_TR1_S_AMP.e;;;;;;;;;
DFSE06_13P8_TR1_S_KV.e;;;;;;;;;
DFSE06_13P8_TR1_S_MVAR.e;;;;;;;;;
DFSE06_13P8_TR1_S_MW.e;;;;;;;;;
DFSE06_13P8_TR2_S_AMP.e;;;;;;;;;
DFSE06_13P8_TR2_S_KV.e;;;;;;;;;
DFSE06_13P8_TR2_S_MVAR.e;;;;;;;;;
DFSE06_13P8_TR2_S_MW.e;;;;;;;;;
DFSE06_34P5_TR1_P_MVAR.e;;;;;;;;;
DFSE06_34P5_TR1_P_MW.e;;;;;;;;;
DFSE06_34P5_TR2_P_MVAR.e;;;;;;;;;
DFSE06_34P5_TR2_P_MW.e;;;;;;;;;
DFSE06_CARGA_TRAFO_138_MW.e;;;;;;;;;
DFSE06_CARGA_TRAFO_34P5_MW.e;;;;;;;;;
DFSEAC_138_TR2_P_KV.e;;;;;;;;;
DFSEAC_138_TR2_P_MVAR.e;;;;;;;;;
DFSEAC_138_TR2_P_MW.e;;;;;;;;;
DFSEAC_138_TR3_P_KV.e;;;;;;;;;
DFSEAC_138_TR3_P_MVAR.e;;;;;;;;;
DFSEAC_138_TR3_P_MW.e;;;;;;;;;
DFSEAC_138_TR4_P_AMP.e;;;;;;;;;
DFSEAC_138_TR4_P_KV.e;;;;;;;;;
DFSEAC_138_TR4_P_MVAR.e;;;;;;;;;
DFSEAC_138_TR4_P_MW.e;;;;;;;;;
DFSEAC_138_TR4_P_TAP.e;;;;;;;;;
DFSEAC_13P8_TR2_S_AMP.e;;;;;;;;;
DFSEAC_13P8_TR2_S_KV.e;;;;;;;;;
DFSEAC_13P8_TR2_S_MVAR.e;;;;;;;;;
DFSEAC_13P8_TR2_S_MW.e;;;;;;;;;
DFSEAC_13P8_TR3_S_AMP.e;;;;;;;;;
DFSEAC_13P8_TR3_S_KV.e;;;;;;;;;
DFSEAC_13P8_TR3_S_MVAR.e;;;;;;;;;
DFSEAC_13P8_TR3_S_MW.e;;;;;;;;;
DFSEAC_13P8_TR4_S_AMP.e;;;;;;;;;
DFSEAC_13P8_TR4_S_MVAR.e;;;;;;;;;
DFSEAC_13P8_TR4_S_MW.e;;;;;;;;;
DFSEAC_CARGA_TRAFO_138_MW.e;;;;;;;;;
DFSEBC_138_TR2_P_KV.e;;;;;;;;;
DFSEBC_138_TR2_P_MVAR.e;;;;;;;;;
DFSEBC_138_TR2_P_MW.e;;;;;;;;;
DFSEBC_138_TR3_P_KV.e;;;;;;;;;
DFSEBC_138_TR3_P_MVAR.e;;;;;;;;;
DFSEBC_138_TR3_P_MW.e;;;;;;;;;
DFSEBC_138_TR4_P_KV.e;;;;;;;;;
DFSEBC_138_TR4_P_MVAR.e;;;;;;;;;
DFSEBC_138_TR4_P_MW.e;;;;;;;;;
DFSEBC_138_TR6_P_AMP.e;;;;;;;;;
DFSEBC_138_TR6_P_KV.e;;;;;;;;;
DFSEBC_138_TR6_P_MVAR.e;;;;;;;;;
DFSEBC_138_TR6_P_MW.e;;;;;;;;;
DFSEBC_13P8_TR2_S_AMP.e;;;;;;;;;
DFSEBC_13P8_TR2_S_KV.e;;;;;;;;;
DFSEBC_13P8_TR2_S_MVAR.e;;;;;;;;;
DFSEBC_13P8_TR2_S_MW.e;;;;;;;;;
DFSEBC_13P8_TR2_S_TAP.e;;;;;;;;;
DFSEBC_13P8_TR3_S_AMP.e;;;;;;;;;
DFSEBC_13P8_TR3_S_KV.e;;;;;;;;;
DFSEBC_13P8_TR3_S_MVAR.e;;;;;;;;;
DFSEBC_13P8_TR3_S_MW.e;;;;;;;;;
DFSEBC_13P8_TR3_S_TAP.e;;;;;;;;;
DFSEBC_13P8_TR4_S_AMP.e;;;;;;;;;
DFSEBC_13P8_TR4_S_KV.e;;;;;;;;;
DFSEBC_13P8_TR4_S_MVAR.e;;;;;;;;;
DFSEBC_13P8_TR4_S_MW.e;;;;;;;;;
DFSEBC_34P5_TR6_S_MVAR.e;;;;;;;;;
DFSEBC_34P5_TR6_S_MW.e;;;;;;;;;
DFSEBC_CARGA_TRAFO_138_MW.e;;;;;;;;;
DFSEBN_138_TR1_P_AMP.e;;;;;;;;;
DFSEBN_138_TR1_P_KV.e;;;;;;;;;
DFSEBN_138_TR1_P_MVAR.e;;;;;;;;;
DFSEBN_138_TR1_P_MVAR_1.e;;;;;;;;;
DFSEBN_138_TR1_P_MW.e;;;;;;;;;
DFSEBN_138_TR1_P_MW_1.e;;;;;;;;;
DFSEBN_138_TR1_P_TAP.e;;;;;;;;;
DFSEBN_138_TR2_P_AMP.e;;;;;;;;;
DFSEBN_138_TR2_P_KV.e;;;;;;;;;
DFSEBN_138_TR2_P_MVAR.e;;;;;;;;;
DFSEBN_138_TR2_P_MVAR_1.e;;;;;;;;;
DFSEBN_138_TR2_P_MW.e;;;;;;;;;
DFSEBN_138_TR2_P_MW_1.e;;;;;;;;;
DFSEBN_138_TR2_P_TAP.e;;;;;;;;;
DFSEBN_138_TR3_P_AMP.e;;;;;;;;;
DFSEBN_138_TR3_P_KV.e;;;;;;;;;
DFSEBN_138_TR3_P_MVAR.e;;;;;;;;;
DFSEBN_138_TR3_P_MVAR_1.e;;;;;;;;;
DFSEBN_138_TR3_P_MW.e;;;;;;;;;
DFSEBN_138_TR3_P_MW_1.e;;;;;;;;;
DFSEBN_138_TR3_P_TAP.e;;;;;;;;;
DFSEBN_138_TR4_P_AMP.e;;;;;;;;;
DFSEBN_138_TR4_P_KV.e;;;;;;;;;
